Catalogue Link,Material,Module,Teeth Count,Pitch Diameter (mm),Bore Diameter (mm),Tooth Finish,Heat Treatment
SSA2.5-70J28,S45C,2.5,70,175,28 with keyway,Standard,None
SSA2.5-70J30,S45C,2.5,70,175,30 with keyway,Standard,None
SSA2.5-70J32,S45C,2.5,70,175,32 with keyway,Standard,None
SSA2.5-70J35,S45C,2.5,70,175,35 with keyway,Standard,None
SSA2.5-70J40,S45C,2.5,70,175,40 with keyway,Standard,None
SSA2.5-70J45,S45C,2.5,70,175,45 with keyway,Standard,None
SSA2.5-80J22,S45C,2.5,80,200,22 with keyway,Standard,None
SSA2.5-80J25,S45C,2.5,80,200,25 with keyway,Standard,None
SSA2.5-80J28,S45C,2.5,80,200,28 with keyway,Standard,None
SSA2.5-80J30,S45C,2.5,80,200,30 with keyway,Standard,None
SSA2.5-80J32,S45C,2.5,80,200,32 with keyway,Standard,None
SSA2.5-80J35,S45C,2.5,80,200,35 with keyway,Standard,None
SSA2.5-80J40,S45C,2.5,80,200,40 with keyway,Standard,None
SSA2.5-80J45,S45C,2.5,80,200,45 with keyway,Standard,None
SSA2.5-80J50,S45C,2.5,80,200,50 with keyway,Standard,None
SSA3-15J12,S45C,3,15,45,12 with keyway,Standard,None
SSA3-15J14,S45C,3,15,45,14 with keyway,Standard,None
SSA3-15J15,S45C,3,15,45,15 with keyway,Standard,None
SSA3-15J16,S45C,3,15,45,16 with keyway,Standard,None
SSA3-15J17,S45C,3,15,45,17 with keyway,Standard,None
SSA3-15J18,S45C,3,15,45,18 with keyway,Standard,None
SSA3-18J12,S45C,3,18,54,12 with keyway,Standard,None
SSA3-18J14,S45C,3,18,54,14 with keyway,Standard,None
SSA3-18J15,S45C,3,18,54,15 with keyway,Standard,None
SSA3-18J16,S45C,3,18,54,16 with keyway,Standard,None
SSA3-18J17,S45C,3,18,54,17 with keyway,Standard,None
SSA3-18J18,S45C,3,18,54,18 with keyway,Standard,None
SSA3-18J19,S45C,3,18,54,19 with keyway,Standard,None
SSA3-18J20,S45C,3,18,54,20 with keyway,Standard,None
SSA3-18J22,S45C,3,18,54,22 with keyway,Standard,None
SSA3-20J15,S45C,3,20,60,15 with keyway,Standard,None
SSA3-20J16,S45C,3,20,60,16 with keyway,Standard,None
SSA3-20J17,S45C,3,20,60,17 with keyway,Standard,None
SSA3-20J18,S45C,3,20,60,18 with keyway,Standard,None
SSA3-20J19,S45C,3,20,60,19 with keyway,Standard,None
SSA3-20J20,S45C,3,20,60,20 with keyway,Standard,None
SSA3-20J22,S45C,3,20,60,22 with keyway,Standard,None
SSA3-20J25,S45C,3,20,60,25 with keyway,Standard,None
SSA3-24J15,S45C,3,24,72,15 with keyway,Standard,None
SSA3-24J16,S45C,3,24,72,16 with keyway,Standard,None
SSA3-24J17,S45C,3,24,72,17 with keyway,Standard,None
SSA3-24J18,S45C,3,24,72,18 with keyway,Standard,None
SSA3-24J19,S45C,3,24,72,19 with keyway,Standard,None
SSA3-24J20,S45C,3,24,72,20 with keyway,Standard,None
SSA3-24J22,S45C,3,24,72,22 with keyway,Standard,None
SSA3-24J25,S45C,3,24,72,25 with keyway,Standard,None
SSA3-24J28,S45C,3,24,72,28 with keyway,Standard,None
SSA3-24J30,S45C,3,24,72,30 with keyway,Standard,None
SSA3-24J32,S45C,3,24,72,32 with keyway,Standard,None
SSA3-25J15,S45C,3,25,75,15 with keyway,Standard,None
SSA3-25J16,S45C,3,25,75,16 with keyway,Standard,None
SSA3-25J17,S45C,3,25,75,17 with keyway,Standard,None
SSA3-25J18,S45C,3,25,75,18 with keyway,Standard,None
SSA3-25J19,S45C,3,25,75,19 with keyway,Standard,None
SSA3-25J20,S45C,3,25,75,20 with keyway,Standard,None
SSA3-25J22,S45C,3,25,75,22 with keyway,Standard,None
SSA3-25J25,S45C,3,25,75,25 with keyway,Standard,None
SSA3-25J28,S45C,3,25,75,28 with keyway,Standard,None
SSA3-25J30,S45C,3,25,75,30 with keyway,Standard,None
SSA3-25J32,S45C,3,25,75,32 with keyway,Standard,None
SSA3-28J20,S45C,3,28,84,20 with keyway,Standard,None
SSA3-28J22,S45C,3,28,84,22 with keyway,Standard,None
SSA3-28J25,S45C,3,28,84,25 with keyway,Standard,None
SSA3-28J28,S45C,3,28,84,28 with keyway,Standard,None
SSA3-28J30,S45C,3,28,84,30 with keyway,Standard,None
SSA3-28J32,S45C,3,28,84,32 with keyway,Standard,None
SSA3-28J35,S45C,3,28,84,35 with keyway,Standard,None
SSA3-30J20,S45C,3,30,90,20 with keyway,Standard,None
SSA3-30J22,S45C,3,30,90,22 with keyway,Standard,None
SSA3-30J25,S45C,3,30,90,25 with keyway,Standard,None
SSA3-30J28,S45C,3,30,90,28 with keyway,Standard,None
SSA3-30J30,S45C,3,30,90,30 with keyway,Standard,None
SSA3-30J32,S45C,3,30,90,32 with keyway,Standard,None
SSA3-30J35,S45C,3,30,90,35 with keyway,Standard,None
SSA3-30J40,S45C,3,30,90,40 with keyway,Standard,None
SSA3-32J20,S45C,3,32,96,20 with keyway,Standard,None
SSA3-32J22,S45C,3,32,96,22 with keyway,Standard,None
SSA3-32J25,S45C,3,32,96,25 with keyway,Standard,None
SSA3-32J28,S45C,3,32,96,28 with keyway,Standard,None
SSA3-32J30,S45C,3,32,96,30 with keyway,Standard,None
SSA3-32J32,S45C,3,32,96,32 with keyway,Standard,None
SSA3-32J35,S45C,3,32,96,35 with keyway,Standard,None
SSA3-32J40,S45C,3,32,96,40 with keyway,Standard,None
SSA3-35J20,S45C,3,35,105,20 with keyway,Standard,None
SSA3-35J22,S45C,3,35,105,22 with keyway,Standard,None
SSA3-35J25,S45C,3,35,105,25 with keyway,Standard,None
SSA3-35J28,S45C,3,35,105,28 with keyway,Standard,None
SSA3-35J30,S45C,3,35,105,30 with keyway,Standard,None
SSA3-35J32,S45C,3,35,105,32 with keyway,Standard,None
SSA3-35J35,S45C,3,35,105,35 with keyway,Standard,None
SSA3-35J40,S45C,3,35,105,40 with keyway,Standard,None
SSA3-35J45,S45C,3,35,105,45 with keyway,Standard,None
SSA3-36J20,S45C,3,36,108,20 with keyway,Standard,None
SSA3-36J22,S45C,3,36,108,22 with keyway,Standard,None
SSA3-36J25,S45C,3,36,108,25 with keyway,Standard,None
SSA3-36J28,S45C,3,36,108,28 with keyway,Standard,None
SSA3-36J30,S45C,3,36,108,30 with keyway,Standard,None
SSA3-36J32,S45C,3,36,108,32 with keyway,Standard,None
SSA3-36J35,S45C,3,36,108,35 with keyway,Standard,None
SSA3-36J40,S45C,3,36,108,40 with keyway,Standard,None
SSA3-36J45,S45C,3,36,108,45 with keyway,Standard,None
SSA3-36J50,S45C,3,36,108,50 with keyway,Standard,None
SSA3-40J25,S45C,3,40,120,25 with keyway,Standard,None
SSA3-40J28,S45C,3,40,120,28 with keyway,Standard,None
SSA3-40J30,S45C,3,40,120,30 with keyway,Standard,None
SSA3-40J32,S45C,3,40,120,32 with keyway,Standard,None
SSA3-40J35,S45C,3,40,120,35 with keyway,Standard,None
SSA3-40J40,S45C,3,40,120,40 with keyway,Standard,None
SSA3-40J45,S45C,3,40,120,45 with keyway,Standard,None
SSA3-40J50,S45C,3,40,120,50 with keyway,Standard,None
SSA3-45J25,S45C,3,45,135,25 with keyway,Standard,None
SSA3-45J28,S45C,3,45,135,28 with keyway,Standard,None
SSA3-45J30,S45C,3,45,135,30 with keyway,Standard,None
SSA3-45J32,S45C,3,45,135,32 with keyway,Standard,None
SSA3-45J35,S45C,3,45,135,35 with keyway,Standard,None
SSA3-45J40,S45C,3,45,135,40 with keyway,Standard,None
SSA3-45J45,S45C,3,45,135,45 with keyway,Standard,None
SSA3-45J50,S45C,3,45,135,50 with keyway,Standard,None
SSA3-48J25,S45C,3,48,144,25 with keyway,Standard,None
SSA3-48J28,S45C,3,48,144,28 with keyway,Standard,None
SSA3-48J30,S45C,3,48,144,30 with keyway,Standard,None
SSA3-48J32,S45C,3,48,144,32 with keyway,Standard,None
SSA3-48J35,S45C,3,48,144,35 with keyway,Standard,None
SSA3-48J40,S45C,3,48,144,40 with keyway,Standard,None
SSA3-48J45,S45C,3,48,144,45 with keyway,Standard,None
SSA3-48J50,S45C,3,48,144,50 with keyway,Standard,None
SSA3-50J25,S45C,3,50,150,25 with keyway,Standard,None
SSA3-50J28,S45C,3,50,150,28 with keyway,Standard,None
SSA3-50J30,S45C,3,50,150,30 with keyway,Standard,None
SSA3-50J32,S45C,3,50,150,32 with keyway,Standard,None
SSA3-50J35,S45C,3,50,150,35 with keyway,Standard,None
SSA3-50J40,S45C,3,50,150,40 with keyway,Standard,None
SSA3-55J25,S45C,3,55,165,25 with keyway,Standard,None
SSA3-55J28,S45C,3,55,165,28 with keyway,Standard,None
SSA3-55J30,S45C,3,55,165,30 with keyway,Standard,None
SSA3-55J32,S45C,3,55,165,32 with keyway,Standard,None
SSA3-55J35,S45C,3,55,165,35 with keyway,Standard,None
SSA3-55J40,S45C,3,55,165,40 with keyway,Standard,None
SSA3-55J45,S45C,3,55,165,45 with keyway,Standard,None
SSA3-56J25,S45C,3,56,168,25 with keyway,Standard,None
SSA3-56J28,S45C,3,56,168,28 with keyway,Standard,None
SSA3-56J30,S45C,3,56,168,30 with keyway,Standard,None
SSA3-56J32,S45C,3,56,168,32 with keyway,Standard,None
SSA3-56J35,S45C,3,56,168,35 with keyway,Standard,None
SSA3-56J40,S45C,3,56,168,40 with keyway,Standard,None
SSA3-56J45,S45C,3,56,168,45 with keyway,Standard,None
SSA3-60J25,S45C,3,60,180,25 with keyway,Standard,None
SSA3-60J28,S45C,3,60,180,28 with keyway,Standard,None
SSA3-60J30,S45C,3,60,180,30 with keyway,Standard,None
SSA3-60J32,S45C,3,60,180,32 with keyway,Standard,None
SSA3-60J35,S45C,3,60,180,35 with keyway,Standard,None
SSA3-60J40,S45C,3,60,180,40 with keyway,Standard,None
SSA3-60J45,S45C,3,60,180,45 with keyway,Standard,None
SSA3-60J50,S45C,3,60,180,50 with keyway,Standard,None
SSA3-70J25,S45C,3,70,210,25 with keyway,Standard,None
SSA3-70J28,S45C,3,70,210,28 with keyway,Standard,None
SSA3-70J30,S45C,3,70,210,30 with keyway,Standard,None
SSA3-70J32,S45C,3,70,210,32 with keyway,Standard,None
SSA3-70J35,S45C,3,70,210,35 with keyway,Standard,None
SSA3-70J40,S45C,3,70,210,40 with keyway,Standard,None
SSA3-70J45,S45C,3,70,210,45 with keyway,Standard,None
SSA3-70J50,S45C,3,70,210,50 with keyway,Standard,None
SSA3-80J25,S45C,3,80,240,25 with keyway,Standard,None
SSA3-80J28,S45C,3,80,240,28 with keyway,Standard,None
SSA3-80J30,S45C,3,80,240,30 with keyway,Standard,None
SSA3-80J32,S45C,3,80,240,32 with keyway,Standard,None
SSA3-80J35,S45C,3,80,240,35 with keyway,Standard,None
SSA3-80J40,S45C,3,80,240,40 with keyway,Standard,None
SSA3-80J45,S45C,3,80,240,45 with keyway,Standard,None
SSA3-80J50,S45C,3,80,240,50 with keyway,Standard,None
SSG1-100J15,S45C,1,100,100,15 keyway&screw hole,High Precision,Yes
SSG1-100J16,S45C,1,100,100,16 keyway&screw hole,High Precision,Yes
SSG1-100J17,S45C,1,100,100,17 keyway&screw hole,High Precision,Yes
SSG1-100J18,S45C,1,100,100,18 keyway&screw hole,High Precision,Yes
SSG1-100J19,S45C,1,100,100,19 keyway&screw hole,High Precision,Yes
SSG1-100J20,S45C,1,100,100,20 keyway&screw hole,High Precision,Yes
SSG1-100J22,S45C,1,100,100,22 keyway&screw hole,High Precision,Yes
SSG1-100J25,S45C,1,100,100,25 keyway&screw hole,High Precision,Yes
SSG1-100J28,S45C,1,100,100,28 keyway&screw hole,High Precision,Yes
SSG1-100J30,S45C,1,100,100,30 keyway&screw hole,High Precision,Yes
SSG1-120J15,S45C,1,120,120,15 keyway&screw hole,High Precision,Yes
SSG1-120J16,S45C,1,120,120,16 keyway&screw hole,High Precision,Yes
SSG1-120J17,S45C,1,120,120,17 keyway&screw hole,High Precision,Yes
SSG1-120J18,S45C,1,120,120,18 keyway&screw hole,High Precision,Yes
SSG1-120J19,S45C,1,120,120,19 keyway&screw hole,High Precision,Yes
SSG1-120J20,S45C,1,120,120,20 keyway&screw hole,High Precision,Yes
SSG1-120J22,S45C,1,120,120,22 keyway&screw hole,High Precision,Yes
SSG1-120J25,S45C,1,120,120,25 keyway&screw hole,High Precision,Yes
SSG1-120J28,S45C,1,120,120,28 keyway&screw hole,High Precision,Yes
SSG1-120J30,S45C,1,120,120,30 keyway&screw hole,High Precision,Yes
SSG1-21J10,S45C,1,21,21,10 keyway&screw hole,High Precision,Yes
SSG1-22J10,S45C,1,22,22,10 keyway&screw hole,High Precision,Yes
SSG1-23J10,S45C,1,23,23,10 keyway&screw hole,High Precision,Yes
SSG1-23J12,S45C,1,23,23,12 keyway&screw hole,High Precision,Yes
SSG1-24J10,S45C,1,24,24,10 keyway&screw hole,High Precision,Yes
SSG1-24J12,S45C,1,24,24,12 keyway&screw hole,High Precision,Yes
SSG1-25J10,S45C,1,25,25,10 keyway&screw hole,High Precision,Yes
SSG1-25J12,S45C,1,25,25,12 keyway&screw hole,High Precision,Yes
SSG1-26J10,S45C,1,26,26,10 keyway&screw hole,High Precision,Yes
SSG1-26J12,S45C,1,26,26,12 keyway&screw hole,High Precision,Yes
SSG1-27J10,S45C,1,27,27,10 keyway&screw hole,High Precision,Yes
SSG1-27J12,S45C,1,27,27,12 keyway&screw hole,High Precision,Yes
SSG1-28J10,S45C,1,28,28,10 keyway&screw hole,High Precision,Yes
SSG1-28J12,S45C,1,28,28,12 keyway&screw hole,High Precision,Yes
SSG1-29J10,S45C,1,29,29,10 keyway&screw hole,High Precision,Yes
SSG1-29J12,S45C,1,29,29,12 keyway&screw hole,High Precision,Yes
SSG1-29J14,S45C,1,29,29,14 keyway&screw hole,High Precision,Yes
SSG1-29J15,S45C,1,29,29,15 keyway&screw hole,High Precision,Yes
SSG1-30J10,S45C,1,30,30,10 keyway&screw hole,High Precision,Yes
SSG1-30J12,S45C,1,30,30,12 keyway&screw hole,High Precision,Yes
SSG1-30J14,S45C,1,30,30,14 keyway&screw hole,High Precision,Yes
SSG1-30J15,S45C,1,30,30,15 keyway&screw hole,High Precision,Yes
SSG1-32J10,S45C,1,32,32,10 keyway&screw hole,High Precision,Yes
SSG1-32J12,S45C,1,32,32,12 keyway&screw hole,High Precision,Yes
SSG1-32J14,S45C,1,32,32,14 keyway&screw hole,High Precision,Yes
SSG1-32J15,S45C,1,32,32,15 keyway&screw hole,High Precision,Yes
SSG1-34J10,S45C,1,34,34,10 keyway&screw hole,High Precision,Yes
SSG1-34J12,S45C,1,34,34,12 keyway&screw hole,High Precision,Yes
SSG1-34J14,S45C,1,34,34,14 keyway&screw hole,High Precision,Yes
SSG1-34J15,S45C,1,34,34,15 keyway&screw hole,High Precision,Yes
SSG1-35J10,S45C,1,35,35,10 keyway&screw hole,High Precision,Yes
SSG1-35J12,S45C,1,35,35,12 keyway&screw hole,High Precision,Yes
SSG1-35J14,S45C,1,35,35,14 keyway&screw hole,High Precision,Yes
SSG1-35J15,S45C,1,35,35,15 keyway&screw hole,High Precision,Yes
SSG1-36J10,S45C,1,36,36,10 keyway&screw hole,High Precision,Yes
SSG1-36J12,S45C,1,36,36,12 keyway&screw hole,High Precision,Yes
SSG1-36J14,S45C,1,36,36,14 keyway&screw hole,High Precision,Yes
SSG1-36J15,S45C,1,36,36,15 keyway&screw hole,High Precision,Yes
SSG1-38J10,S45C,1,38,38,10 keyway&screw hole,High Precision,Yes
SSG1-38J12,S45C,1,38,38,12 keyway&screw hole,High Precision,Yes
SSG1-38J14,S45C,1,38,38,14 keyway&screw hole,High Precision,Yes
SSG1-38J15,S45C,1,38,38,15 keyway&screw hole,High Precision,Yes
SSG1-38J16,S45C,1,38,38,16 keyway&screw hole,High Precision,Yes
SSG1-38J17,S45C,1,38,38,17 keyway&screw hole,High Precision,Yes
SSG1-38J18,S45C,1,38,38,18 keyway&screw hole,High Precision,Yes
SSG1-40J10,S45C,1,40,40,10 keyway&screw hole,High Precision,Yes
SSG1-40J12,S45C,1,40,40,12 keyway&screw hole,High Precision,Yes
SSG1-40J14,S45C,1,40,40,14 keyway&screw hole,High Precision,Yes
SSG1-40J15,S45C,1,40,40,15 keyway&screw hole,High Precision,Yes
SSG1-40J16,S45C,1,40,40,16 keyway&screw hole,High Precision,Yes
SSG1-40J17,S45C,1,40,40,17 keyway&screw hole,High Precision,Yes
SSG1-40J18,S45C,1,40,40,18 keyway&screw hole,High Precision,Yes
SSG1-42J10,S45C,1,42,42,10 keyway&screw hole,High Precision,Yes
SSG1-42J12,S45C,1,42,42,12 keyway&screw hole,High Precision,Yes
SSG1-42J14,S45C,1,42,42,14 keyway&screw hole,High Precision,Yes
SSG1-42J15,S45C,1,42,42,15 keyway&screw hole,High Precision,Yes
SSG1-42J16,S45C,1,42,42,16 keyway&screw hole,High Precision,Yes
SSG1-42J17,S45C,1,42,42,17 keyway&screw hole,High Precision,Yes
SSG1-42J18,S45C,1,42,42,18 keyway&screw hole,High Precision,Yes
SSG1-44J10,S45C,1,44,44,10 keyway&screw hole,High Precision,Yes
SSG1-44J12,S45C,1,44,44,12 keyway&screw hole,High Precision,Yes
SSG1-44J14,S45C,1,44,44,14 keyway&screw hole,High Precision,Yes
SSG1-44J15,S45C,1,44,44,15 keyway&screw hole,High Precision,Yes
SSG1-44J16,S45C,1,44,44,16 keyway&screw hole,High Precision,Yes
SSG1-44J17,S45C,1,44,44,17 keyway&screw hole,High Precision,Yes
SSG1-44J18,S45C,1,44,44,18 keyway&screw hole,High Precision,Yes
SSG1-45J10,S45C,1,45,45,10 keyway&screw hole,High Precision,Yes
SSG1-45J12,S45C,1,45,45,12 keyway&screw hole,High Precision,Yes
SSG1-45J14,S45C,1,45,45,14 keyway&screw hole,High Precision,Yes
SSG1-45J15,S45C,1,45,45,15 keyway&screw hole,High Precision,Yes
SSG1-45J16,S45C,1,45,45,16 keyway&screw hole,High Precision,Yes
SSG1-45J17,S45C,1,45,45,17 keyway&screw hole,High Precision,Yes
SSG1-45J18,S45C,1,45,45,18 keyway&screw hole,High Precision,Yes
SSG1-48J10,S45C,1,48,48,10 keyway&screw hole,High Precision,Yes
SSG1-48J12,S45C,1,48,48,12 keyway&screw hole,High Precision,Yes
SSG1-48J14,S45C,1,48,48,14 keyway&screw hole,High Precision,Yes
SSG1-48J15,S45C,1,48,48,15 keyway&screw hole,High Precision,Yes
SSG1-48J16,S45C,1,48,48,16 keyway&screw hole,High Precision,Yes
SSG1-48J17,S45C,1,48,48,17 keyway&screw hole,High Precision,Yes
SSG1-48J18,S45C,1,48,48,18 keyway&screw hole,High Precision,Yes
SSG1-50J12,S45C,1,50,50,12 keyway&screw hole,High Precision,Yes
SSG1-50J14,S45C,1,50,50,14 keyway&screw hole,High Precision,Yes
SSG1-50J15,S45C,1,50,50,15 keyway&screw hole,High Precision,Yes
SSG1-50J16,S45C,1,50,50,16 keyway&screw hole,High Precision,Yes
SSG1-50J17,S45C,1,50,50,17 keyway&screw hole,High Precision,Yes
SSG1-50J18,S45C,1,50,50,18 keyway&screw hole,High Precision,Yes
SSG1-50J19,S45C,1,50,50,19 keyway&screw hole,High Precision,Yes
SSG1-50J20,S45C,1,50,50,20 keyway&screw hole,High Precision,Yes
SSG1-55J12,S45C,1,55,55,12 keyway&screw hole,High Precision,Yes
SSG1-55J14,S45C,1,55,55,14 keyway&screw hole,High Precision,Yes
SSG1-55J15,S45C,1,55,55,15 keyway&screw hole,High Precision,Yes
SSG1-55J16,S45C,1,55,55,16 keyway&screw hole,High Precision,Yes
SSG1-55J17,S45C,1,55,55,17 keyway&screw hole,High Precision,Yes
SSG1-55J18,S45C,1,55,55,18 keyway&screw hole,High Precision,Yes
SSG1-55J19,S45C,1,55,55,19 keyway&screw hole,High Precision,Yes
SSG1-55J20,S45C,1,55,55,20 keyway&screw hole,High Precision,Yes
SSG1-56J12,S45C,1,56,56,12 keyway&screw hole,High Precision,Yes
SSG1-56J14,S45C,1,56,56,14 keyway&screw hole,High Precision,Yes
SSG1-56J15,S45C,1,56,56,15 keyway&screw hole,High Precision,Yes
SSG1-56J16,S45C,1,56,56,16 keyway&screw hole,High Precision,Yes
SSG1-56J17,S45C,1,56,56,17 keyway&screw hole,High Precision,Yes
SSG1-56J18,S45C,1,56,56,18 keyway&screw hole,High Precision,Yes
SSG1-56J19,S45C,1,56,56,19 keyway&screw hole,High Precision,Yes
SSG1-56J20,S45C,1,56,56,20 keyway&screw hole,High Precision,Yes
SSG1-60J12,S45C,1,60,60,12 keyway&screw hole,High Precision,Yes
SSG1-60J14,S45C,1,60,60,14 keyway&screw hole,High Precision,Yes
SSG1-60J15,S45C,1,60,60,15 keyway&screw hole,High Precision,Yes
SSG1-60J16,S45C,1,60,60,16 keyway&screw hole,High Precision,Yes
SSG1-60J17,S45C,1,60,60,17 keyway&screw hole,High Precision,Yes
SSG1-60J18,S45C,1,60,60,18 keyway&screw hole,High Precision,Yes
SSG1-60J19,S45C,1,60,60,19 keyway&screw hole,High Precision,Yes
SSG1-60J20,S45C,1,60,60,20 keyway&screw hole,High Precision,Yes
SSG1-60J22,S45C,1,60,60,22 keyway&screw hole,High Precision,Yes
SSG1-64J12,S45C,1,64,64,12 keyway&screw hole,High Precision,Yes
SSG1-64J14,S45C,1,64,64,14 keyway&screw hole,High Precision,Yes
SSG1-64J15,S45C,1,64,64,15 keyway&screw hole,High Precision,Yes
SSG1-64J16,S45C,1,64,64,16 keyway&screw hole,High Precision,Yes
SSG1-64J17,S45C,1,64,64,17 keyway&screw hole,High Precision,Yes
SSG1-64J18,S45C,1,64,64,18 keyway&screw hole,High Precision,Yes
SSG1-64J19,S45C,1,64,64,19 keyway&screw hole,High Precision,Yes
SSG1-64J20,S45C,1,64,64,20 keyway&screw hole,High Precision,Yes
SSG1-64J22,S45C,1,64,64,22 keyway&screw hole,High Precision,Yes
SSG1-70J12,S45C,1,70,70,12 keyway&screw hole,High Precision,Yes
SSG1-70J14,S45C,1,70,70,14 keyway&screw hole,High Precision,Yes
SSG1-70J15,S45C,1,70,70,15 keyway&screw hole,High Precision,Yes
SSG1-70J16,S45C,1,70,70,16 keyway&screw hole,High Precision,Yes
SSG1-70J17,S45C,1,70,70,17 keyway&screw hole,High Precision,Yes
SSG1-70J18,S45C,1,70,70,18 keyway&screw hole,High Precision,Yes
SSG1-70J19,S45C,1,70,70,19 keyway&screw hole,High Precision,Yes
SSG1-70J20,S45C,1,70,70,20 keyway&screw hole,High Precision,Yes
SSG1-70J22,S45C,1,70,70,22 keyway&screw hole,High Precision,Yes
SSG1-75J12,S45C,1,75,75,12 keyway&screw hole,High Precision,Yes
SSG1-75J14,S45C,1,75,75,14 keyway&screw hole,High Precision,Yes
SSG1-75J15,S45C,1,75,75,15 keyway&screw hole,High Precision,Yes
SSG1-75J16,S45C,1,75,75,16 keyway&screw hole,High Precision,Yes
SSG1-75J17,S45C,1,75,75,17 keyway&screw hole,High Precision,Yes
SSG1-75J18,S45C,1,75,75,18 keyway&screw hole,High Precision,Yes
SSG1-75J19,S45C,1,75,75,19 keyway&screw hole,High Precision,Yes
SSG1-75J20,S45C,1,75,75,20 keyway&screw hole,High Precision,Yes
SSG1-75J22,S45C,1,75,75,22 keyway&screw hole,High Precision,Yes
SSG1-80J15,S45C,1,80,80,15 keyway&screw hole,High Precision,Yes
SSG1-80J16,S45C,1,80,80,16 keyway&screw hole,High Precision,Yes
SSG1-80J17,S45C,1,80,80,17 keyway&screw hole,High Precision,Yes
SSG1-80J18,S45C,1,80,80,18 keyway&screw hole,High Precision,Yes
SSG1-80J19,S45C,1,80,80,19 keyway&screw hole,High Precision,Yes
SSG1-80J20,S45C,1,80,80,20 keyway&screw hole,High Precision,Yes
SSG1-80J22,S45C,1,80,80,22 keyway&screw hole,High Precision,Yes
SSG1-80J25,S45C,1,80,80,25 keyway&screw hole,High Precision,Yes
SSG1-80J28,S45C,1,80,80,28 keyway&screw hole,High Precision,Yes
SSG1-80J30,S45C,1,80,80,30 keyway&screw hole,High Precision,Yes
SSG1-90J15,S45C,1,90,90,15 keyway&screw hole,High Precision,Yes
SSG1-90J16,S45C,1,90,90,16 keyway&screw hole,High Precision,Yes
SSG1-90J17,S45C,1,90,90,17 keyway&screw hole,High Precision,Yes
SSG1-90J18,S45C,1,90,90,18 keyway&screw hole,High Precision,Yes
SSG1-90J19,S45C,1,90,90,19 keyway&screw hole,High Precision,Yes
SSG1-90J20,S45C,1,90,90,20 keyway&screw hole,High Precision,Yes
SSG1-90J22,S45C,1,90,90,22 keyway&screw hole,High Precision,Yes
SSG1-90J25,S45C,1,90,90,25 keyway&screw hole,High Precision,Yes
SSG1-90J28,S45C,1,90,90,28 keyway&screw hole,High Precision,Yes
SSG1-90J30,S45C,1,90,90,30 keyway&screw hole,High Precision,Yes
SSG1.5-100J20,S45C,1.5,100,150,20 keyway&screw hole,High Precision,Yes
SSG1.5-100J22,S45C,1.5,100,150,22 keyway&screw hole,High Precision,Yes
SSG1.5-100J25,S45C,1.5,100,150,25 keyway&screw hole,High Precision,Yes
SSG1.5-100J28,S45C,1.5,100,150,28 keyway&screw hole,High Precision,Yes
SSG1.5-100J30,S45C,1.5,100,150,30 keyway&screw hole,High Precision,Yes
SSG1.5-100J32,S45C,1.5,100,150,32 keyway&screw hole,High Precision,Yes
SSG1.5-100J35,S45C,1.5,100,150,35 keyway&screw hole,High Precision,Yes
SSG1.5-100J40,S45C,1.5,100,150,40 keyway&screw hole,High Precision,Yes
SSG1.5-16J10,S45C,1.5,16,24,10 keyway&screw hole,High Precision,Yes
SSG1.5-17J10,S45C,1.5,17,25.5,10 keyway&screw hole,High Precision,Yes
SSG1.5-17J12,S45C,1.5,17,25.5,12 keyway&screw hole,High Precision,Yes
SSG1.5-18J10,S45C,1.5,18,27,10 keyway&screw hole,High Precision,Yes
